29.710322,-97.651293,29.840067,-97.669629
30.604855,-103.886055,31.046126,-104.211791
30.463938,-99.732175,30.508251,-99.774907
32.759202,-97.318447,32.753729,-97.316319
33.193557,-102.275045,33.210051,-102.284014
33.193557,-102.275045,33.388787,-102.330847
33.193557,-102.275045,33.193441,-102.274148
34.742178,-100.550785,34.747777,-100.555926
30.078982,-94.096991,30.094442,-94.097812
31.531594,-97.238823,31.512047,-97.188436
30.382671,-97.771339,30.385016,-97.766748
32.535078,-94.940169,32.535172,-94.938577
32.535078,-94.940169,32.535679,-94.941374
30.373516,-96.081648,30.38852,-96.088082
30.7687,-104.724851,31.039816,-104.831236
33.741393,-96.537541,33.739887,-96.537524
32.251463,-101.476273,32.260495,-101.449507
31.726554,-96.165464,31.750818,-96.182538
27.740498,-97.428245,27.742653,-97.426843
31.764418,-95.62669,31.771409,-95.62812
31.764418,-95.62669,31.771651,-95.627202
32.350508,-95.319197,32.369887,-95.345225
26.281482,-98.574454,26.343822,-98.732407
30.336593,-97.755614,30.36121,-97.744769
30.92507,-94.596088,30.926868,-94.60008
29.291204,-98.558339,29.320159,-98.553135
31.798947,-98.240064,31.811198,-98.254172
26.28018,-97.560004,26.16329,-97.606101
33.105835,-94.176444,33.111041,-94.183512
32.763365,-96.682669,32.772868,-96.682696
30.110744,-97.304531,30.110985,-97.296472
31.728351,-98.979954,31.752648,-98.918281
30.349896,-103.650742,30.356507,-103.652598
26.19606,-98.190341,26.19763,-98.198888
31.705108,-103.599486,31.707408,-103.597149
31.806667,-96.735543,32.009698,-97.076969
29.607272,-98.269137,29.612143,-98.263746
33.265998,-98.99408,33.266032,-98.996294
29.759563,-94.925278,29.765488,-94.921395
31.339094,-94.728824,31.351554,-94.721758
27.494485,-99.451596,27.494741,-99.451057
29.144458,-98.912775,29.149243,-98.91866
29.899933,-97.985281,29.882516,-97.921822
33.787201,-97.709068,33.787048,-97.725673
33.787201,-97.709068,33.701803,-97.534299
32.499433,-95.594329,32.650667,-96.075921
32.499433,-95.594329,32.500059,-95.610637
30.262139,-97.758049,30.260928,-97.7585
32.352522,-95.267645,32.387515,-95.267519
32.352522,-95.267645,32.310909,-95.274013
32.352522,-95.267645,32.33229,-95.266185
32.352522,-95.267645,32.388821,-95.267516
32.792986,-95.63917,32.802535,-95.474669
32.792986,-95.63917,32.792931,-95.635859
26.30122,-98.161263,26.302274,-98.161075
26.30122,-98.161263,26.301283,-98.161253
26.30122,-98.161263,26.293468,-97.987971
26.30122,-98.161263,26.292522,-98.106458
26.30122,-98.161263,26.300217,-98.161417
32.751237,-99.828255,32.751278,-99.837901
32.438515,-97.809866,32.442208,-97.787646
32.438515,-97.809866,32.440508,-97.764463
32.628946,-96.452475,32.629092,-96.452532
29.425797,-95.226873,29.451968,-95.241336
29.425797,-95.226873,29.458278,-95.245347
35.22696,-100.574116,35.230574,-100.591964
32.123506,-97.492679,32.203609,-97.377978
32.903561,-96.0645,32.903601,-96.04643
32.528011,-101.071542,32.717187,-100.918343
31.278584,-96.478674,31.310114,-96.657171
30.93034,-97.225189,30.932379,-97.227959
29.369774,-100.793667,29.368999,-100.887499
29.369774,-100.793667,29.390148,-100.707564
31.813916,-102.405892,31.830154,-102.411606
32.696433,-95.893282,32.696708,-95.898064
30.156154,-96.398605,30.156496,-96.397267
26.351004,-98.148416,26.239075,-98.177321
31.840017,-96.807939,31.842874,-96.803736
27.312594,-98.677983,27.355951,-98.749403
27.312594,-98.677983,27.313419,-98.692479
32.994442,-94.963656,32.995606,-94.968012
32.907027,-96.44867,32.897961,-96.297172
33.416271,-96.939429,33.667976,-96.902563
33.416271,-96.939429,33.232577,-97.003624
33.416271,-96.939429,33.446213,-96.924026
30.373936,-103.657805,30.374638,-103.660097
31.366131,-94.745767,31.368235,-94.748806
30.707,-100.638508,30.855048,-100.606776
32.312866,-95.341201,32.330698,-95.397275
31.980243,-97.124765,31.996697,-97.130887
33.37205,-95.707099,33.373838,-95.688729
33.37205,-95.707099,33.361731,-95.605131
31.747284,-99.934056,31.759123,-99.93424
28.719242,-96.321251,28.713816,-96.236995
32.758555,-97.333823,32.779584,-97.34791
32.758491,-97.333908,32.756757,-97.333733
32.758491,-97.333908,32.779584,-97.34791
32.767854,-96.624621,32.767088,-96.628442
26.280655,-98.314895,26.281565,-98.31474
30.241454,-97.689532,30.23982,-97.688205
30.241454,-97.689532,30.217708,-97.683325
29.575773,-97.143057,29.58177,-97.143353
30.68854,-96.371944,30.691913,-96.366405
32.16895,-95.842542,32.182214,-95.849742
31.901888,-94.407835,31.902871,-94.409784
31.662951,-100.70795,31.671926,-100.72048
33.459829,-94.40814,33.481754,-94.409533
31.764317,-106.509403,31.765222,-106.509888
32.735798,-97.144796,32.735807,-97.145751
30.707798,-95.549845,30.723803,-95.551467
29.681251,-95.458165,29.803443,-95.448013
28.730527,-97.041896,28.752494,-97.077059
28.730527,-97.041896,28.757075,-97.045598
28.730527,-97.041896,28.913371,-96.773682
34.222561,-101.31033,34.2257,-101.310375
32.052934,-100.235315,32.082598,-100.162411
30.075577,-94.909601,30.044007,-94.890011
32.057468,-102.083648,32.086861,-102.093207
32.057468,-102.083648,32.059382,-102.084274
31.530354,-103.128459,31.532577,-103.120333
32.880374,-94.360233,32.980725,-94.362714
27.515584,-97.868568,27.515916,-97.840291
27.515584,-97.868568,27.522102,-97.895188
28.336312,-97.28305,28.336561,-97.282467
28.336312,-97.28305,28.381777,-97.38065
33.654497,-96.943309,33.668654,-96.913309
31.584327,-97.110411,31.587273,-97.103022
31.584327,-97.110411,31.584327,-97.110411
33.111106,-94.183611,33.111176,-94.183381
33.111106,-94.183611,33.111006,-94.183627
30.422177,-97.70378,30.4602,-97.699297
30.422177,-97.70378,30.423739,-97.703226
29.755667,-94.940775,29.760765,-94.925155
31.853472,-96.791089,31.854145,-96.790287
33.866083,-98.615864,33.88229,-98.42301
29.3656,-100.892918,29.367476,-100.887523
33.047082,-97.471164,33.053601,-97.472186
31.119129,-97.384836,31.270466,-97.515521
31.119129,-97.384836,31.120121,-97.383813
31.119129,-97.384836,30.991066,-97.282845
30.114511,-96.075384,30.230809,-96.054762
30.21091,-97.771483,30.167105,-97.788557
30.21091,-97.771483,30.17084,-97.786115
26.403259,-99.01449,26.406818,-98.982027
33.661461,-95.556284,33.661487,-95.557173
33.661461,-95.556284,33.685126,-95.554569
32.958493,-99.806827,32.777009,-99.89634
31.917681,-96.897442,31.918163,-96.898381
30.335482,-95.06265,30.340715,-95.070736
30.335482,-95.06265,30.320912,-95.001967
32.525088,-94.389415,32.548829,-94.39516
32.525088,-94.389415,32.5318,-94.290705
33.622067,-102.79867,33.622376,-102.798679
33.2065,-97.13427,33.206437,-97.131869
33.2065,-97.13427,33.20421,-97.13568
33.2065,-97.13427,33.20491,-97.13494
32.441512,-98.695997,32.474868,-98.62726
32.752214,-97.337626,32.765254,-97.351492
32.752214,-97.337626,32.743322,-97.337591
30.335003,-97.361361,30.33512,-97.361795
35.686612,-101.394416,35.687165,-101.394047
35.686612,-101.394416,35.687285,-101.394696
30.731877,-95.569375,30.735809,-95.577111
30.731877,-95.569375,30.736248,-95.589989
29.314124,-94.771277,29.310752,-94.78441
30.841308,-97.793995,30.847572,-97.796667
35.525036,-100.979752,35.525464,-100.978713
33.622858,-95.564254,33.685126,-95.554569
28.673365,-96.913698,28.684049,-96.922561
30.086169,-94.101252,30.081421,-94.096386
27.735635,-97.427287,27.740889,-97.437986
33.669689,-96.904236,33.667674,-96.906261
30.409119,-97.006205,30.409546,-97.006949
32.700729,-100.878933,32.70319,-100.881683
29.461308,-95.245523,29.597588,-95.286506
32.379723,-94.869045,32.379773,-94.869044
32.427003,-99.785752,32.520037,-99.752069
32.427003,-99.785752,32.370292,-99.851768
32.498236,-94.709273,32.538512,-94.724471
27.895491,-97.629231,28.152537,-97.851364
27.895491,-97.629231,27.90224,-97.631643
31.084446,-96.980938,31.070328,-97.129281
32.744547,-98.902683,32.755387,-98.90259
32.165155,-98.281785,32.166898,-98.280325
30.53208,-96.692454,30.532769,-96.693249
30.53208,-96.692454,30.534281,-96.689957
31.846233,-98.403032,31.847153,-98.392796
29.341993,-98.550768,29.320527,-98.552879
29.175501,-95.432464,29.280343,-95.453926
29.175501,-95.432464,29.108946,-95.419961
30.424006,-95.479731,30.424985,-95.480054
30.424006,-95.479731,30.427729,-95.480954
28.47105,-98.547886,28.496575,-98.801034
31.032298,-98.138905,31.084977,-98.190579
33.696074,-97.523858,33.69701,-97.524882
29.97543,-97.106961,30.10511,-97.306791
33.29849,-94.734797,33.308973,-94.728606
32.759551,-97.031482,32.759691,-97.032533
32.759551,-97.031482,32.759417,-97.032193
27.927331,-97.181193,27.910163,-97.151364
27.927331,-97.181193,27.92694,-97.180539
33.801941,-96.53745,33.767028,-96.534192
29.922292,-100.771599,30.102929,-100.700261
30.258838,-93.900869,30.242734,-93.895215
30.258838,-93.900869,30.441651,-93.96922
34.058817,-98.195787,34.072714,-98.189665
32.551228,-98.498668,32.551212,-98.498045
32.785626,-97.38356,32.765388,-97.40867
32.785626,-97.38356,32.795391,-97.37068
30.348618,-97.559255,30.347723,-97.556613
31.040901,-104.82012,31.04016,-104.817795
35.532156,-100.958883,35.533567,-100.955714
30.033247,-95.602383,30.06677,-95.623493
32.309728,-94.53293,32.315477,-94.518091
31.853828,-101.033583,31.836677,-100.996024
31.853828,-101.033583,31.862764,-101.044355
32.220657,-98.202145,32.229663,-98.208314
32.220657,-98.202145,32.237225,-98.170781
